disarm_id,name,url,summary,provides_tools,sector,primary_role,secondary_role,primary_subject,secondary_subject,volunteers,region,country,rand_list,credco_list,carnegie_list,twitter_handle,notes,Unnamed: 18
G000599,Rappler,https://www.rappler.com/,Rappler is a news agency based in the Philippines that provides fact-checking services through its Rappler IQ subsection and supports the development of quality journalism worldwide. Rappler also organizes a Move.PH chat series to engage citizens around the issue of responsible and ethical journalism in the digital age. Rappler is one of Facebook's Third-Party Fact-Checkers.,,Media,Fact checking,Journalism,,,,Asia,Philippines,,Y,Y,,,
G000600,Raskrinkavanje,https://raskrinkavanje.ba/,,,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Bosnia and Herzegovina,,Y,N,,,
G000601,Raskrinkavanje Montenegro,https://www.raskrinkavanje.me/,,,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Montenegro,,N,N,,,
G000602,rbutr,,,,,,,,,,,,,Y,N,,,
G000603,Real Instituto Elcano,http://www.realinstitutoelcano.org/wps/portal/rielcano_en,"Real Instituto Elcano runs a project called MINDb4ACT, which is a multi-stakeholder effort to combat radicalization and violent extremism in Europe. Part of this work is aimed at countering propaganda and hate speech online and better understanding how online radicalization occurs.",,Civil Society/NGO,Research (primary/secondary),Countermeasures/response,,,,Europe,Spain,,N,Y,,,
G000604,Reality Check,https://www.bbc.com/news/topics/cp7r8vgl2rgt/reality-check,Reality Check is the BBC's fact-checking section.,,Media,Fact checking,Journalism,,,,Europe,UK,,Y,Y,,,
G000605,Reality Team,http://realityteam.org/,"Reality Team is powered by a team of communications professionals, technologists, cybersecurity and disinformation analysts from the private and public sector who are committed to pushing back against disinformation. Our content is entirely independent, and non-partisan, focused on dispelling myths, rumors and disinformation.",,Civil Society/NGO,Countermeasures/response,,,,Y,North America,,,N,N,,,
G000606,Recorded Future,https://www.recordedfuture.com,"Recorded Future uses machine learning and natural language processing to identify the source of dark web content to enable further investigation. Analysts can use Recorded Future to identify if disinformation is being shared on dark web chat forums, or identify an increase in the dissemination of cyberhacking tools and data that enable the spread of disinformation.",Yes,Technology,Investigations,,,,,North America,USA,,N,Y,,,
G000607,Redacción Fáctica,https://nomada.gt/author/factica/,Redacción Fáctica is a Guatemalan fact-checking project created by Agencia Ocote and Nómada.,,Media,Fact checking,Journalism,,,,South America,Guatemala,,Y,Y,,,
G000608,Renew Europe Group,,,,,,,,,,,,,,,,,
G000609,Reporters Committee for the Freedom of the Press (RCFP),https://factcheckerlegalsupport.org/,"RCFP provides legal resources in support of the U.S. First Amendment. Through its Fact-checkers Legal Support Initiative, developed with the International Fact-Checking Network and the Media Legal Defence Initiative, RCFP has created legal guides for fact-checkers. The organization also supports transparency in journalism and has written about the need to protect journalists from potential unintended consequences of laws aimed at curbing influence operations.",,Civil Society/NGO,Fact checking,Journalism,,,,North America,USA,,N,Y,,,
G000610,Reporters Without Borders: Information & Democracy Commission,https://rsf.org/en,RSF gathered an International Commission on Information & Democracy in 2018 and is working to implement the principles outlined in the resulting International Declaration on Information & Democracy that support Article 19 of the Universal Declaration of Human Rights and efforts to protect freedom of expression online.,,Civil Society/NGO,Fact checking,Journalism,Democracy,Civil Liberties (human rights),,Europe,France,,N,Y,,,
G000611,Reporters Without Borders: Journalism Trust Initiative (RSF),https://rsf.org/en,"Through its Journalism Trust Initiative (in partnership with Agence France Presse, the European Broadcasting Union, and the Global Editors Network), Reporters without Borders (RSF) is developing a set of trust and transparency standards for journalism outlets with input from stakeholders in media, policy, technology, and academia. RSF also gathered an International Commission on Information & Democracy in 2018 and is working to implement the principles outlined in the resulting International Declaration on Information & Democracy that support Article 19 of the Universal Declaration of Human Rights and efforts to protect freedom of expression online.",Yes,Civil Society/NGO,Fact checking,Journalism,Democracy,Civil Liberties (human rights),,Europe,France,Y,Y,Y,,,
G000612,Research Innovations,http://www.researchinnovations.com/,"Research Innovations develops a variety of software for government and military clients. Their expertise includes AI, big data, machine learning and analytics. Users can monitor messaging, disinformation campaigns, and malign influence tactics.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000613,Research Institutes of Sweden (Sveriges Forskningsinstitut) (RISE),https://www.ri.se/en/what-we-do/projects/skilled-online-understanding-disinformation,RISE's Skilled Online project develops and tests curriculum and teaching tools related to disinformation online. Students participate in a workshop where they navigate online interactions based on their personal identities and vulnerabilities and learn skills for identifying and responding to false or misleading information.,,Government,Societal Resilience,,,,,Europe,Sweden,,N,Y,,,
G000614,Reuters Digital News Institute,https://economictimes.indiatimes.com/tech/internet/can-fact-checking-emerge-as-big-and-viable-business/articleshow/69210719.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst,,,,,,,,,,,,,,,,
G000615,Reuters Fact Check Team,,US; UK,,,,,,,,,,,,,,,
G000616,Reuters Institute,,,,,,,,,,,,,,,,,
G000617,REVEAL,https://revealproject.eu/,"REVEAL is an EU-funded project to develop technologies for verification of content online. The company will focus on social media analysis, understanding information flows, and generating an effective picture of how content travels online.",Yes,Technology,Fact checking,Journalism,,,,Europe,,,Y,Y,,,
G000618,Reveal (Media Verification Assistant),http://reveal-mklab.iti.gr/reveal/index.html,"The Media Verification Assistant is an online tool for assessing the source and veracity of images, developed by CERTH-ITI and Deutsche Welle.",Yes,Media,,,,,,Global,Greece,,N,Y,,,
G000619,Riddle,https://www.ridl.io/en/,"Riddle offers neutral and objective analysis on Russian domestic and foreign engagement. The organization also provides this in-depth analysis in both English and Russian. Recently, Riddle authors have written on topics of fake news and propaganda efforts linked to Russia and the Kremlin.",,Civil Society/NGO,Research (primary/secondary),,,,,North America,UK,,Y,Y,,,
G000620,Right Wing Watch - Muck Rack ,https://muckrack.com/jared-l-holt/articles,,,,,,,,,,,,,,,,
G000621,RMIT ABC Fact Check,https://www.abc.net.au/news/factcheck/,"In partnership with RMIT University, ABC has a dedicated fact-checking team called RMIT ABC Fact Check to help assess claims made by politicians, public figures, and others engaged in public debate.",,Media,Fact checking,Journalism,,,,Australia and Oceania,Australia,,Y,Y,,,
G000622,RoBhat Labs,https://www.robhat.com/,"RoBhat Lab's products include Botcheck, which is used to detect and track Twitter propaganda, and SurfSafe, which is a fake news browser extension for Chrome.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000623,Rocket Technology,https://www.rocket-technology.com,"Rocket Technology's solution set, SocioTrust enables analysis of social media disinformation in platforms with text, audio, pictures, photos, and video to determine what individual, corporate, or state actors are injecting into societies and how. It can also create counter-propaganda programs.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000624,Royal United Services Institute (RUSI),https://rusi.org/,RUSI provides research and analysis on influence operations through the lens of defense and security and has published analysis on issues like Russia's influence operations in Central and Eastern Europe and how democracies should respond to influence operations.,,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,UK,,N,Y,,,
G000625,RSF,,,,,,,,,,,,,,,,,
G000626,Ryerson University: Social Media Lab,https://socialmedialab.ca/,"The Social Media Lab is a multi- and interdisciplinary research laboratory at Ted Rogers School of Management at Ryerson University. The lab studies how social media is changing the way people and organizations communicate, share information, conduct business and form communities online, and how these changes impact society. The lab’s research seeks to advance the public’s understanding of the benefits and pitfalls of social media adoption.",Yes,Education/academia,Research (primary/secondary),,,,,North America,Canada,,N,Y,,,
G000627,SaferNet,https://new.safernet.org.br/#mobile,SaferNet is a Brazilian non-governmental organization that combats Internet crime in partnership with the Federal Public Ministry. It facilitates anonymous reporting and provides information and training about Internet safety and security.,,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,South America,Brazil,,N,Y,,,
G000628,Schema Claim Review,https://schema.org/ClaimReview,"Schema.org is a website dedicated to the vocabulary of structured data on the internet. If a web page contains content that reviews claims, ClaimReview structured data can enable a summarized version of the fact check to be displayed in search engine results.",Yes,Technology,Fact checking,Journalism,,,,North America,USA,,Y,Y,,,
G000629,Schema.org,https://schema.org,,Yes,Civil Society/NGO,,,,,,North America,USA,,,,,,
G000630,Science Feedback,http://sciencefeedback.co/,"Science Feedback is a community of scientists that provide context and commentary for scientific information reported in the news. The project has specific sections dedicated to health issues and to climate change issues, called Health Feedback and Climate Feedback.",,Civil Society/NGO,Fact checking,Journalism,,,,Global,World,,Y,Y,,,
G000631,Security and Intelligence Threats to Elections Task Force,https://www.canada.ca/en/democratic-institutions/services/protecting-democracy/security-task-force.html,"Leading up to the 2019 election, the Canadian government established a Security and Intelligence Threats to Elections (SITE) Task Force to outline the responsibilities of various government agencies in monitoring, investigating, and responding to foreign threats to the integrity of Canadian elections.",,Government,Investigations,,,,,North America,Canada,,N,Y,,,
G000632,SEEcheck,,,,,Fact checking,Journalism,,,,Europe,,,N,N,,,
G000633,Sensity,https://sensity.ai,,Yes,,,,,,,,,,,,,,
G000634,Serelay,https://www.serelay.com/,Serelay has created a product called Trusted Media Capture that conducts point-of-capture verification to enable customers that rely on photographs and videos to authenticate their content.,Yes,Technology,,,,,,Europe,,,Y,Y,,,
G000635,Servicio de Information Publica,,,,,,,,,,,,,Y,N,,,
G000636,Sheffield University Natural Language Processing,https://www.sheffield.ac.uk/dcs,,Yes,Education/academia,Research (primary/secondary),,,,,Europe,UK,,N,N,,,
G000637,Shout Out UK,https://www.shoutoutuk.org/,Shout Out UK creates and sells curriculum on political and media literacy to schools with the goal of empowering students to engage in the political process.,,Civil Society/NGO,Societal Resilience,,,,,Europe,UK,,N,Y,,,
G000638,SIDA,,,,,,,,,,,,,,,,,
G000639,Signal,,,,,,,,,,,,,,,,,
G000640,Sleeping Giants,,,,,,,,,,,,,,,,,
G000641,Slovak Foreign Policy Association (Slovenská Asociácia Zahraničnej Politiky) (SFPA),http://www.sfpa.sk/en/,"SFPA provides a space for discussion of foreign policy issues affecting Slovakia and the European Union. SFPA has organized projects on information warfare on the Internet and Russian information warfare and Ukraine, and it hosts the Slovak Forum Against Propaganda to create a space for discussion about influence operations and their impact on the European Union and NATO.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Slovakia,,N,Y,,,
G000642,Snopes,https://www.snopes.com/,Snopes.com utilizes high quality and reliable investigative reporting to provide a documented fact-checking service that allows their readers to become informed and draw their own independent conclusions.,,Civil Society/NGO,Fact checking,Journalism,,,,North America,USA,,Y,Y,,,
G000643,SNV,,,,,,,,,,,,,,,,,
G000644,Social Cyber-Security Working Group (Center for Computational Analysis of Social and Organizational Systems),https://sites.google.com/view/social-cybersec/home?authuser=0,"The Social Cyber-Security Working Group develops new metrics, technologies and algorithms for analyzing human socio-cultural behavior given vast quantities of data. It forecasts and explains changes in the socio-cultural behavior using agent-based model and network science and assesses the impact of, and provides support for, the development of new social and organizational policies and procedures.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000645,Social Media Guide,,,,,,,,,,,,,Y,N,,,
G000646,Social Media Observatory for Disinformation and Social Media Analysis (SOMA),https://www.disinfobservatory.org/,"SOMA is a European Union-funded project aimed at creating a network of experts in disinformation, providing media literacy training program, and developing tools and standards for evaluating the impact of media programs and the quality of information sources.",,Civil Society/NGO,Fact checking,Education (public),,,,Europe,Greece,,Y,Y,,,
G000647,Social Science One,https://socialscience.one/,"Social Science One is running an inaugural project on ""the effects of social media on democracy and elections"" that will make data from Facebook available to researchers to study the interaction of media, technology, and democracy that can inform future policy recommendations.",,Technology,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000648,South Asia Check,http://southasiacheck.org/,South Asia Check is a fact-checking organization that covers South Asian news and the promises of public officials. South Asia Check is a member of the International Fact-Checking Network.,,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Nepal,,Y,Y,,,
G000649,Spanish news,,,,,,,,,,,,,,,,,
G000650,Sparks & Honey,https://www.sparksandhoney.com/,sparks & honey employs big data and human expertise to develop cultural intelligence. Their proprietary technology inputs data from a wide variety of sources and couples these with expert analysis to create structured data that highlights large-scale cultural trends.,Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000651,Squint,https://www.mitre.org/publications/project-stories/squint-sharpens-officials-perspective-to-combat-election-distortion,"SQUINT by MITRE, also known as “Social See Something, Say Something”, is a mobile app and browser plugin that enables crowdsourced reporting of disinformation. The tool allows a user (among the crowd) to quickly and easily submit a screenshot and page metadata of supposed disinformation to state and local officials with the click of an icon.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000652,SSRC Social Media Democracy Research Grants,,,,,,,,,,,,,Y,N,,,
G000653,"SSRC: Disinformation Research Initiative (Media & Democracy Network, Social Science Research Council)",https://www.ssrc.org/programs/component/media-democracy/the-media-democracy-network/#overview,"SSRC hosts a Program on Media & Democracy that promotes research on the relationship between media technologies and democratic practices. The program conducts the Disinformation Research Initiative to track scholarly research on the topic and manages the Media & Democracy Network as a place to share information and collaborate on scholarly projects related to misinformation/disinformation, polarization, hate speech, media consolidation, and other topics. Through its Social Data Initiative, SSRC also provides grants to organizations working with Social Science One on projects concerning social media and the flow of information.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000654,SSRC: Program on Media & Democracy (Social Science Research Council),https://www.ssrc.org/programs/view/media-democracy/,"SSRC hosts a Program on Media & Democracy that promotes research on the relationship between media technologies and democratic practices. The program conducts the Disinformation Research Initiative to track scholarly research on the topic and manages the Media & Democracy Network as a place to share information and collaborate on scholarly projects related to misinformation/disinformation, polarization, hate speech, media consolidation, and other topics.",,Education/academia,Research (primary/secondary),Fact checking,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000655,SSRC: Social Data Initiative (Social Science Research Council),https://www.ssrc.org/programs/view/social-data-initiative/,"Through its Social Data Initiative, SSRC also provides grants to organizations working with Social Science One on projects concerning social media and the flow of information.",,Education/academia,Research (primary/secondary),,,,,North America,USA,,N,Y,,,
G000656,Stanford,,,,,,,,,,,,,,,,,
G000657,Stanford University: Center for International Security and Cooperation (CISAC),https://cisac.fsi.stanford.edu/,"Housed at the Freeman Spogli Institute for International Affairs, CISAC coordinates an Information Warfare Working Group and runs the Project on Russian Power and Purpose, which addresses Russian influence operations in the broader context of Russia's strategic aims and their impact on democracies worldwide.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000658,"Stanford University: Center on Democracy, Development and the Rule of Law (CDDRL)",https://cddrl.fsi.stanford.edu/,"Part of the Freeman Spogli Institute for International Affairs, CDDRL is dedicated to studying the interaction of the political, economic, social, and legal dimensions of democratic development. The center studies and teaches on poverty, instability, abusive rule, authoritarian resurgence, technology, populism, and globalization.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000659,Stanford University: Center on Philanthropy and Civil Society (PACS),https://pacscenter.stanford.edu/research/program-on-democracy-and-the-internet/,"PACS runs the Program on Democracy and the Internet, which conducts multidisciplinary research on ways to maximize the benefits of the Internet while minimizing the threats it poses to democratic processes. Its scholars focus on social media and democracy, algorithmic bias and automated social engineering, the deterioration of digital information ecosystems, and political framing in media.",,Education/academia,Research (primary/secondary),,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000660,Stanford University: Cyber Policy Center,https://cyber.fsi.stanford.edu/,"Part of the Freeman Spogli Institute for International Studies, the Cyber Policy Center houses the Global Digital Policy Incubator, a forum for multi-stakeholder collaboration on policies concerning the application of international human rights law and international humanitarian law in an increasingly digital ecosystem.",,Education/academia,Research (primary/secondary),Public Policy,,,,North America,USA,,N,Y,,,
G000661,Stanford University: Information Warfare Working Group; European Security Initiative (Center for International Security and Cooperation) ,https://cisac.fsi.stanford.edu/content/information-warfare-working-group,The Information Warfare Working Group is housed at The Center for International Security and Cooperation at Stanford University. It is a multidisciplinary group of Stanford University scholars that meet quarterly to discuss the issue of cyber-enabled information warfare.,,Education/academia,Research (primary/secondary),Public Policy,,,,North America,USA,,N,Y,,,
G000662,Stanford University: Internet Observatory,https://cyber.fsi.stanford.edu/io/about,"Stanford University's Internet Observatory is a program of the Cyber Policy Center. It is a cross-disciplinary program of research, teaching and policy engagement for the study of abuse in current information technologies, with a focus on social media.",,Education/academia,Investigations,,,,,North America,USA,,N,Y,,,
G000663,Stanford University: Journalism and Democracy Initiative (JDI),https://jdi.stanford.edu,"JDI seeks to improve journalism with the use of data and algorithms; combat misinformation; address challenges in reporting, storytelling, news distribution and consumption; and launch a ""Trust and Verify"" project to focus on defending against manipulated photos and videos.",,Education/academia,Research (primary/secondary),Journalism,,,,North America,USA,,N,Y,,,
G000664,Stanford University: Program on Democracy and the Internet,https://pacscenter.stanford.edu,"The Program on Democracy and the Internet (PDI) is housed at Stanford University. PDI creates and shares original empirical research around how digital technologies are impacting democracy to inform and educate decision-makers in the field, including the next generation of technologists, business leaders, and policymakers. This effort is intended to bring together scholars from a diverse set of disciplines to study the challenges and opportunities the Internet poses for democracies. The project also benefits from existing relationships with technology companies that serve as the new information intermediaries and the platforms for the new public square for modern democracy.",,Education/academia,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,North America,USA,,N,Y,,,
G000665,State Department,,,,,,,,,,,,,,,,,
G000666,Stiftung Neue Verantwortung (SNV),https://www.stiftung-nv.de/en/project/strengthening-digital-public-sphere,"Through its ""Strengthening the Digital Public Sphere"" project, SNV is working with the German Federal Foreign Office to build government capacity to deal with disinformation. SNV also conducts research to better understand the spread of disinformation in society, levels of news literacy, and public policy solutions for addressing contemporary information environments.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Germany,,N,Y,,,
G000667,StopFake,https://www.stopfake.org/ru/glavnaya-2/,StopFake conducts fact-checking and research on influence operations in Central and Eastern European countries. It also provides resources to inform the public about verifying information and conducts trainings for interested parties upon request.,,Civil Society/NGO,Fact checking,Journalism,,,,Europe,Ukraine,,Y,Y,,,
G000668,"Study: trust, facts and democracy: public attitudes about the role of information in society",,,,,,,,,,,,,Y,N,,,
G000669,Sussex University CASM,https://demos.co.uk/research-area/casm/,,,Education/academia,Research (primary/secondary),,,,,Europe,UK,,N,N,,,
G000670,Swedish Civil Contingencies Agency (Myndigheten för samhällsskydd och beredskap) (MSB),https://www.msb.se/en/,"MSB is the agency of the Swedish government charged with helping prepare for accidents, crises, and the consequences of war. In the area of influence operations, MSB commissioned Lund University researchers to put together a research report and a handbook on countering information influence activities, and the organization has integrated countermeasures into its preparations for Swedish elections and its educational efforts.",,Government,Societal Resilience,,,,,Europe,Sweden,,N,Y,,,
G000671,Tadaweb,https://www.tadaweb.com/,"Tadaweb is a platform for discovering and analyzing information on the web, which allows users to perform analysis of a specific topic to retrospectively derive insights about the spread of propaganda and disinformation. Analysts can monitor specific, suspicious online activity to address and counter disinformation in real-time.",Yes,Technology,Countermeasures/response,,,,,Europe,Luxembourg,,N,Y,,,
G000672,Taiwan AI Labs,https://ailabs.tw/,"Taiwan AI Labs’ technology is the “Islander System,” which takes a three-pronged approach to analyzing news and social media content: news content monitoring; news source inspection; and social media user behavioral analysis. The multidimensional analysis of news content will be available online so that users can see how different news outlets report the same story.",Yes,Technology,,,,,,Asia,Taiwan,,N,Y,,,
G000673,Taiwan FactCheck Center,https://tfc-taiwan.org.tw/,Taiwan FactCheck Center is a Taiwanese fact-checking organization run by the Association for Quality Journalism and the Taiwan Media Watch and a member of the International Fact-Checking Network.,,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Taiwan,,Y,Y,,,
G000674,Tattle,https://tattle.co.in/faq/,Tattle is a project that aims to address misinformation on chat apps and encrypted messaging platforms.,Yes,Technology,,,,,,Asia,India,,Y,Y,,,
G000675,Team Defence,,,,Defence/military,,,,,Yes,,UK,,,,,,
G000676,Tech Media & Democracy (new york city universities partnership),https://www.techmediademocracy.nyc,"A partnership of New York City universities, Tech Media & Democracy aims to strengthen journalism in the digital environment and support democracy through research, teaching and training for individuals in journalism, design, and engineering.",,Education/academia,Research (primary/secondary),Journalism,,,,North America,USA,,N,Y,,,
G000677,Terbium Labs,https://terbiumlabs.com/,Terbium Lab’s Matchlight dark web crawler provides visibility into information that has been exposed on the dark web. An API can connect Terbium’s data pipeline with analysis tools.,Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000678,Teyit.org,https://teyit.org/,Teyit.org conducts fact-checking and hosts fact-checking workshops to promote media literacy. The organization is part of the International Fact-Checking Network and is a Facebook Third-Party Fact-Checker.,,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Turkey,,N,Y,,,
G000679,The Advertising Association,,,,,,,,,,,UK,,,,,,
G000680,The Alan Turing Institute - Public Policy Programme,,,,,,,,,,,UK,,,,,,
G000681,The Center for Humane Technology,https://www.humanetech.com/,,,,,,,,,,US,,,,,,
G000682,The Conversation Australia,,,,,,,,,,,,,Y,N,,,
G000683,The Democracy Labs,https://thedemlabs.org/,"Democracy Labs is a hub for ongoing technology and creative innovation in service of a healthy democracy at the national, state, and local levels.  We focus on long term, sustainable and affordable solutions. An approach that is longer than an election cycle, and isn’t purely dependent on volunteers, can enable more qualified candidates to run for office and for more issue groups to bring about positive social change with little funds.",,,,,,,,,,,,,,,
G000684,The Engine Room,,,,,,,,,,,,,,,,,
G000685,The Factual,https://www.thefactual.com/static/about.html,"The Factual is a technology company that assesses the partisanship, bias, and credibility of online news articles.",,Technology,Fact checking,Journalism,,,,North America,USA,,Y,Y,,,
G000686,The Hague Center for Strategic Studies (HCSS),https://hcss.nl,"HCSS conducts research on issues in defense and security and provides policy recommendations, surveys, analyses, risk assessments, and other products to both public and private sector organizations, including the Netherlands Ministry of Foreign Affairs and Ministry of Defence. Its research has included analysis of hybrid conflict and Russian influence operations.",,Civil Society/NGO,Research (primary/secondary),Public Policy,,,,Europe,Netherlands,,N,Y,,,
G000687,The IndiaSpend Foundation,https://economictimes.indiatimes.com/tech/internet/can-fact-checking-emerge-as-big-and-viable-business/articleshow/69210719.cms?utm_source=contentofinterest&utm_medium=text&utm_campaign=cppst,,,,,,,,,,,,,,,,
G000688,The International Consortium of Investigative Journalists,icij.org,,Yes,,,,,,,,,,,,,,
G000689,The Journal,http://thejournal.ie,The Journal is an Irish online news source that conducts fact-checking. The organization is one Facebook's Third-Party Fact-Checkers and is part of the International Fact-Checking Network.,,Media,Fact checking,Journalism,,,,Europe,Ireland,,N,Y,,,
G000690,The Kofi Annan Commission on Elections and Democracy in the Digital Age,,,,,,,,,,,,,,,,,
G000691,The Media Bias Chart,,,,,,,,,,,,,Y,N,,,
G000692,The Nevada Independent Fact Checks,,,,,,,,,,,,,Y,N,,,
G000693,The News Hero,https://www.thenewshero.org/,The News Hero game gamifies the experience of discerning false news for public consumption. The goal of this solution is to educate the public on how to recognize disinformation.,,Government,Societal Resilience,,,,,Europe,Europe,,N,Y,,,
G000694,The Pro-Truth Pledge,https://www.protruthpledge.org/,The Pro-Truth Pledge is an initiative that aims to encourage public figures to be truthful in their communications and citizens to hold one another accountable for sharing truthful information.,Yes,Civil Society/NGO,Public Policy,,,,,Global,USA,Y,Y,Y,,,
G000695,The Propaganda Game,https://propagandagame.org,"The Propaganda Game is a free, publicly accessible social media literacy tool that aims to educate players on disinformation and its spread. It features the ability to upload and explore instances of propaganda found online, as well as functionality to facilitate teachers using the game in their classrooms.",,Civil Society/NGO,Societal Resilience,,,,,North America,USA,,N,Y,,,
G000696,The Thinkin Project,https://www.thethinkinproject.com/,"A global movement to increase resilience to disinformation, and help QAnon believers find a way out",,,,,,,,,,,,,,,
G000697,The Trade Desk,,,,,,,,,,,,,,,,,
G000698,The Trust Project,,,Yes,,,,,,,,,Y,Y,N,,,
G000699,The Trusting News Project,,,,,,,,,,,,,Y,N,,,
G000700,The Verification Handbook (EJC),,,,,,,,,,,,,Y,N,,,
G000701,The Washington Post Fact-Checker,,,,,,,,,,,,,Y,N,,,
G000702,The Washington Post: Fact Checker,https://www.washingtonpost.com/news/fact-checker/,The Washington Post's Fact Checker is the official fact-checking service of the U.S. newspaper.,,Media,Fact checking,Journalism,,,,North America,USA,,N,Y,,,
G000703,The Whistle,https://www.thewhistle.co.il/feed,The Whistle is an Israeli media monitoring and fact-checking organization and a member of the International Fact-Checking Network.,,Civil Society/NGO,Fact checking,Journalism,,,,Asia,Israel,,Y,Y,,,
G000704,Thompson Reuters Special Services,https://www.trssllc.com/,Thomson Reuters Special Services offers data-driven consulting in national security intelligence; the group has created a visualization tool capable of mapping a group or government's influence as it pertains to foreign investments and disinformation.,,Media,Investigations,,,,,Global,USA,,N,Y,,,
G000705,Thomson Reuters,,,,,,,,,,,,,,,,,
G000706,Thomson Reuters Foundation,,,,,,,,,,,UK,,,,,,
G000707,TinEye,https://tineye.com/,"TinEye offers a suite of computer vision-based tools that support image search, reverse image search, duplicate/modified image finding, image tracking alerts, and image verification. TinEye also offers an API that enables developers to integrate reverse search functionality into their own platforms or products.",Yes,Technology,,,,,,North America,Canada,,N,Y,,,
G000708,TopNet,http://eng.thu.edu.tw/,TopNet is a tool to identify fake social media accounts developed by Tunghai University in Taiwan.,Yes,Education/academia,,,,,,Asia,Taiwan,,N,Y,,,
G000709,Transatlantic Council on Election Integrity (TCEI) Alliance of Democracies,https://www.allianceofdemocracies.org/transatlantic-commission-on-election-integrity/,"The Alliance of Democracies runs the Transatlantic Commission on Election Integrity (TCEI), which convenes individuals from media and government to prevent foreign interference in elections. TCEI advocates for campaigns to adopt its Pledge for Election Integrity, conducts monitoring in countries with upcoming elections, and promotes public policy solutions addressing deepfakes and other emerging technologies that threaten the integrity of elections.",,Civil Society/NGO,Research (primary/secondary),Public Policy,Democracy,Civil Liberties (human rights),,Global,USA,,N,Y,,,
G000710,Transparency Map,https://www.transparentjournalism.org/journalist/,"A project of Spanish media organization Público, Transparency Map has designed the TJ Tool, a software that allows users to trace news information based on eight editorial indicators.",Yes,Media,Fact checking,Journalism,,,,Global,Spain,,Y,Y,,,
G000711,Transparency Task Force,https://www.transparencytaskforce.org/what-does-the-ttf-do/,,,,,,,,,,,,,,,,
G000712,Trive,https://trive.news/,Trive is a browser extension designed to alert users visiting sites that are not sufficiently credible.,Yes,Technology,,,,,,Global,USA,,Y,Y,,,
G000713,Troll Factory,https://trollfactory.yle.fi/,"Troll factory is a free, publicly accessible social media literacy tool that aims to educate players on disinformation and its spread by asking players to choose which in-game inflammatory content to share as a “troll.”",,Civil Society/NGO,Societal Resilience,,,,,Europe,Finland,,N,Y,,,
G000714,Truepic,https://www.truepic.com,"Truepic's technology verifies that an image or video hasn’t been altered or edited, and watermarks it with a time-stamp, geocode, and other metadata. Truepic stores a version of the photo in its digital vault and assigns it a six-digit code and URL for retrieving it. Truepic also immediately logs the image or video onto the Bitcoin blockchain.",Yes,Technology,,,,,,North America,USA,,N,Y,,,
G000715,Trust & Safety Professional Association,https://www.tspa.info,"The Trust & Safety Professional Association curates a collection of links, which trust and safety professionals may find useful in efforts such as developing policies, supporting moderators, and building systems to detect platform violations.",Yes,Civil Society/NGO,,,,,,Global,USA,,N,Y,,,
G000716,Trust Metrics,,,,,,,,,,,,,,,,,
G000717,Trust Project,thetrustproject.org,"The Trust Project offers a set of ""Trust Indicators"" to help audiences better understand an organization's ethics, fairness, accuracy, background, and reporting processes. The project also offers ""Trust Marks"" for any organization that works with the project to meet the standards outlined by the Trust Indicators.",,Civil Society/NGO,Fact checking,Journalism,,,,North America,USA,,N,Y,,,
G000718,Trusted News,,,,,,,,,,,,,Y,N,,,
G000719,Trusted Times,https://trustedtimes.org,"Trusted Times uses a browser extension to identify fake and unreliable news and presents additional analysis through machine learning of any news article to show a reporter’s and news source’s bias, if any. Trusted Times screens thousands of news websites in the United States.",Yes,Technology,,,,,,North America,USA,,Y,Y,,,
G000720,TrustServista,https://www.trustservista.com/,"TrustServista provides artificial intelligence-based software to help media organizations and content creators determine the trustworthiness of news sources, analyze text, and track online information flows.",Yes,Technology,Fact checking,Journalism,,,,Europe,Romania,,Y,Y,,,
